OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
16-May-15,02-May-02,SO46221,314,23866,6,1,1
20-May-15,02-May-02,SO46255,312,20451,9,1,2
24-May-15,02-May-02,SO46285,346,12005,9,1,2
07-Jan-15,03-May-02,SO46680,371,21193,9,1,2
06-Feb-15,03-May-02,SO46396,311,12442,4,1,1
06-Oct-15,03-May-02,SO46457,324,25947,9,1,1
05-Dec-15,03-May-02,SO46183,351,28492,7,1,2
21-Mar-15,03-May-02,SO45714,312,11534,4,1,1
24-Mar-15,03-May-02,SO45730,350,28471,7,1,2
17-Apr-15,03-May-02,SO45924,310,14803,8,1,2
16-May-15,03-May-02,SO46222,336,14891,4,1,2
17-May-15,03-May-02,SO46229,344,11395,8,1,2
18-Jun-15,03-May-02,SO46504,342,15005,4,1,2
20-Jun-15,03-May-02,SO46522,312,12882,4,1,2
05-Feb-15,04-May-02,SO46124,311,20447,9,1,2
07-Mar-15,04-May-02,SO46687,379,15457,8,1,2
06-Jun-15,04-May-02,SO46425,313,24496,6,1,1
05-Jul-15,04-May-02,SO46159,351,11996,9,1,2
05-Aug-15,04-May-02,SO46166,313,15657,10,1,2
25-Apr-15,04-May-02,SO45973,313,11773,4,1,1
29-Apr-15,04-May-02,SO46004,311,11664,4,1,2
13-May-15,04-May-02,SO46200,310,20260,9,1,2
19-May-15,04-May-02,SO46250,313,14940,8,1,1
18-Jun-15,04-May-02,SO46499,310,12179,1,1,1
19-Jun-15,04-May-02,SO46519,310,15660,10,1,2
07-Dec-15,05-May-02,SO46776,360,12356,9,1,1
30-May-15,05-May-02,SO46313,313,12078,1,1,2
19-Jun-15,05-May-02,SO46516,351,26116,1,1,2
28-Jun-15,05-May-02,SO46587,314,12448,1,1,2
22-Jul-15,05-May-02,SO46857,371,13064,1,1,1
27-Jul-15,05-May-02,SO46890,368,12921,4,1,1
30-Jul-15,05-May-02,SO46911,377,24832,6,1,2
15-Aug-15,05-May-02,SO47195,371,13355,1,1,1
21-Aug-15,05-May-02,SO47253,356,12683,9,1,2
26-Aug-15,05-May-02,SO47296,385,14024,4,1,2
29-Aug-15,05-May-02,SO47323,362,28529,7,1,2
09-Apr-15,06-May-02,SO47478,324,20811,10,1,1
07-Aug-15,06-May-02,SO46744,370,21199,9,1,1
20-Jul-15,06-May-02,SO46837,381,14003,1,1,1
15-Aug-15,06-May-02,SO47194,377,13269,1,1,1
27-Aug-15,06-May-02,SO47310,354,26303,4,1,2
11-Jan-15,07-May-02,SO48095,332,20590,8,1,2
09-Jul-15,07-May-02,SO47492,334,19181,7,1,1
10-Jul-15,07-May-02,SO47775,369,21980,9,1,2
21-Oct-15,07-May-02,SO47886,358,13011,9,1,1
30-Jul-15,07-May-02,SO46919,362,11481,8,1,2
19-Aug-15,07-May-02,SO47231,362,11564,8,1,1
21-Sep-15,07-May-02,SO47598,358,26306,4,1,1
09-Feb-15,08-May-02,SO47463,373,14203,7,1,1
10-Dec-15,08-May-02,SO47801,328,20555,8,1,2
27-Oct-15,08-May-02,SO47928,377,29154,6,1,2
16-Sep-15,08-May-02,SO47563,368,21955,9,1,2
17-Sep-15,08-May-02,SO47567,379,21570,9,1,2
12-Mar-15,09-May-02,SO48435,377,22953,9,1,2
10-Jun-15,09-May-02,SO47764,356,28711,7,1,2
11-Sep-15,09-May-02,SO48137,352,12130,8,1,1
23-Oct-15,09-May-02,SO47896,389,17206,7,1,1
15-Dec-15,09-May-02,SO48563,340,20831,8,1,1
26-Sep-15,09-May-02,SO47630,354,26311,1,1,2
12-Dec-15,10-May-02,SO48530,352,13104,9,1,2
20-Oct-15,10-May-02,SO47877,322,20851,10,1,1
25-Oct-15,10-May-02,SO47913,368,29159,6,1,1
24-Nov-15,10-May-02,SO48231,362,26579,4,1,2
19-Dec-15,10-May-02,SO48605,358,26616,1,1,1
29-Dec-15,10-May-02,SO48704,369,16429,8,1,2
12-Jul-15,11-May-02,SO48470,379,23105,9,1,1
22-Nov-15,11-May-02,SO48220,375,22409,9,1,2
16-Dec-15,11-May-02,SO48571,377,13726,4,1,2
23-Dec-15,11-May-02,SO48649,338,15432,4,1,2
28-Dec-15,11-May-02,SO48700,360,13519,9,1,2
29-Dec-15,11-May-02,SO48706,387,19359,10,1,1
27-Dec-15,12-May-02,SO48689,385,24914,9,1,2
05-Jun-15,01-Jun-02,SO46153,324,25928,9,1,1
02-Nov-15,01-Jun-02,SO45419,314,19555,9,1,1
22-Jan-15,01-Jun-02,SO45209,314,29201,4,1,2
22-Jan-15,01-Jun-02,SO45206,313,12474,7,1,1
17-Mar-15,01-Jun-02,SO45688,320,14741,4,1,1
26-Mar-15,01-Jun-02,SO45752,314,19772,9,1,2
15-Apr-15,01-Jun-02,SO45901,312,11665,4,1,1
03-Dec-15,02-Jun-02,SO45651,311,19771,9,1,1
17-May-15,02-Jun-02,SO46233,314,23867,6,1,1
07-Mar-15,03-Jun-02,SO46689,369,13032,4,1,1
22-Mar-15,03-Jun-02,SO45722,351,11908,9,1,2
26-Mar-15,03-Jun-02,SO45751,340,14739,4,1,1
21-Apr-15,03-Jun-02,SO45951,348,11944,9,1,1
29-Apr-15,03-Jun-02,SO46008,348,11912,9,1,1
19-May-15,03-Jun-02,SO46247,334,14882,4,1,1
18-Jun-15,03-Jun-02,SO46506,349,12242,9,1,2
21-Jun-15,03-Jun-02,SO46529,314,12784,1,1,1
08-Jan-15,04-Jun-02,SO47073,369,25287,6,1,1
07-Mar-15,04-Jun-02,SO46693,373,13210,4,1,1
05-Jul-15,04-Jun-02,SO46156,314,12118,4,1,2
07-Sep-15,04-Jun-02,SO46747,360,26127,1,1,1
21-Apr-15,04-Jun-02,SO45950,312,19974,9,1,1
17-Jul-15,04-Jun-02,SO46815,375,25093,6,1,2
19-Jul-15,04-Jun-02,SO46829,369,24786,6,1,1
19-Jul-15,04-Jun-02,SO46830,336,19910,8,1,2
28-Jul-15,04-Jun-02,SO46903,354,12353,9,1,1
07-Apr-15,05-Jun-02,SO46701,375,15114,8,1,1
08-Apr-15,05-Jun-02,SO47091,354,28532,7,1,2
07-May-15,05-Jun-02,SO46712,373,13779,7,1,2
08-Sep-15,05-Jun-02,SO47143,362,12684,9,1,1
08-Dec-15,05-Jun-02,SO47160,369,21403,9,1,2
20-Jun-15,05-Jun-02,SO46523,313,12756,4,1,2
20-Jul-15,05-Jun-02,SO46844,358,12343,9,1,2
07-Apr-15,06-Jun-02,SO46708,377,21200,9,1,2
21-Jun-15,06-Jun-02,SO46534,312,20620,9,1,2
23-Jun-15,06-Jun-02,SO46556,326,25948,9,1,1
29-Jul-15,06-Jun-02,SO46905,375,16053,10,1,1
09-Mar-15,07-Jun-02,SO47472,379,13438,1,1,2
10-May-15,07-Jun-02,SO47761,324,20548,8,1,1
09-Sep-15,07-Jun-02,SO47504,360,11605,8,1,2
30-Oct-15,07-Jun-02,SO47944,362,28690,7,1,2
30-Jul-15,07-Jun-02,SO46915,362,26276,1,1,2
14-Aug-15,07-Jun-02,SO47180,370,13287,4,1,2
29-Sep-15,07-Jun-02,SO47647,368,21897,9,1,2
09-Jan-15,08-Jun-02,SO47461,356,26320,4,1,1
11-Mar-15,08-Jun-02,SO48104,322,20859,10,1,2
18-Oct-15,08-Jun-02,SO47852,354,26342,4,1,2
18-Nov-15,08-Jun-02,SO48194,369,22401,9,1,2
20-Nov-15,08-Jun-02,SO48204,334,26445,9,1,1
28-Aug-15,08-Jun-02,SO47322,342,15287,1,1,2
13-Sep-15,08-Jun-02,SO47543,377,21956,9,1,1
23-Sep-15,08-Jun-02,SO47609,334,15309,4,1,2
12-Mar-15,09-Jun-02,SO48423,340,19297,7,1,2
12-Aug-15,09-Jun-02,SO48479,373,22939,9,1,1
18-Oct-15,09-Jun-02,SO47857,360,13024,9,1,2
22-Oct-15,09-Jun-02,SO47889,377,16541,10,1,1
16-Nov-15,09-Jun-02,SO48178,352,12125,8,1,2
17-Nov-15,09-Jun-02,SO48187,334,20862,10,1,2
21-Nov-15,09-Jun-02,SO48213,358,12292,10,1,1
15-Dec-15,09-Jun-02,SO48564,375,17218,10,1,2
25-Sep-15,09-Jun-02,SO47622,338,20837,10,1,2
19-Nov-15,10-Jun-02,SO48198,389,18164,8,1,2
17-Dec-15,10-Jun-02,SO48580,358,12231,8,1,1
24-Dec-15,10-Jun-02,SO48659,362,28749,7,1,1
30-Dec-15,10-Jun-02,SO48716,377,17626,10,1,1
12-Apr-15,11-Jun-02,SO48436,389,14267,1,1,1
12-Sep-15,11-Jun-02,SO48492,330,26567,9,1,2
12-Dec-15,11-Jun-02,SO48519,381,18176,8,1,1
24-Nov-15,11-Jun-02,SO48232,330,15396,1,1,2
30-Dec-15,12-Jun-02,SO48720,371,22910,9,1,2
02-Feb-15,01-Jul-02,SO45355,312,28778,6,1,1
05-Jul-15,01-Jul-02,SO46158,320,25926,9,1,1
03-Sep-15,01-Jul-02,SO45636,311,11302,1,1,1
03-Nov-15,01-Jul-02,SO45646,312,11289,4,1,2
29-Jan-15,01-Jul-02,SO45248,344,11451,9,1,1
13-Feb-15,01-Jul-02,SO45428,346,11414,10,1,2
20-Feb-15,01-Jul-02,SO45464,314,19586,9,1,2
23-Apr-15,01-Jul-02,SO45965,320,25921,9,1,1
23-Apr-15,01-Jul-02,SO45957,312,11809,4,1,2
04-Apr-15,02-Jul-02,SO45836,311,14823,8,1,1
04-Oct-15,02-Jul-02,SO45869,310,14822,8,1,2
26-Feb-15,02-Jul-02,SO45496,314,29340,6,1,2
13-Mar-15,02-Jul-02,SO45654,348,28478,7,1,2
15-Apr-15,02-Jul-02,SO45907,310,20214,9,1,1
04-Feb-15,03-Jul-02,SO45822,312,20246,9,1,1
06-Dec-15,03-Jul-02,SO46465,311,12898,4,1,1
30-Mar-15,03-Jul-02,SO45771,314,11271,4,1,1
18-Apr-15,03-Jul-02,SO45932,310,20211,9,1,1
18-May-15,03-Jul-02,SO46242,314,20423,9,1,1
16-Jun-15,03-Jul-02,SO46490,313,12189,4,1,1
05-Apr-15,04-Jul-02,SO46138,311,13405,7,1,2
07-Oct-15,04-Jul-02,SO46755,342,26023,9,1,2
22-Apr-15,04-Jul-02,SO45955,344,26055,1,1,1
18-May-15,04-Jul-02,SO46245,314,14967,8,1,2
25-May-15,04-Jul-02,SO46293,311,14951,8,1,2
29-May-15,04-Jul-02,SO46311,314,12841,7,1,1
19-Jun-15,04-Jul-02,SO46515,340,19904,8,1,2
23-Jun-15,04-Jul-02,SO46549,313,12452,1,1,2
24-Jun-15,04-Jul-02,SO46560,344,26096,4,1,1
28-Jun-15,04-Jul-02,SO46586,313,12364,1,1,2
21-Jul-15,04-Jul-02,SO46849,370,24960,6,1,2
29-Jul-15,04-Jul-02,SO46909,379,20998,9,1,2
08-Jan-15,05-Jul-02,SO47069,383,14017,4,1,2
06-Feb-15,05-Jul-02,SO46399,314,20820,9,1,2
07-Mar-15,05-Jul-02,SO46688,369,12929,1,1,2
09-Mar-15,05-Jul-02,SO47469,383,19301,10,1,1
06-Aug-15,05-Jul-02,SO46437,313,15054,8,1,1
23-Jun-15,05-Jul-02,SO46543,345,11549,10,1,1
24-Jun-15,05-Jul-02,SO46562,311,14978,8,1,1
09-Nov-15,06-Jul-02,SO47523,371,13443,1,1,2
26-Jul-15,06-Jul-02,SO46884,368,13565,7,1,1
13-Aug-15,06-Jul-02,SO47172,352,12668,9,1,1
14-Aug-15,06-Jul-02,SO47177,381,14022,1,1,1
16-Aug-15,06-Jul-02,SO47202,356,26285,1,1,1
23-Aug-15,06-Jul-02,SO47266,377,21555,9,1,2
18-Sep-15,06-Jul-02,SO47578,352,12687,9,1,1
21-Sep-15,06-Jul-02,SO47597,373,25971,6,1,1
10-Feb-15,07-Jul-02,SO47742,375,22180,9,1,2
10-Apr-15,07-Jul-02,SO47759,375,14773,7,1,1
08-Jun-15,07-Jul-02,SO47107,352,11616,10,1,1
22-Oct-15,07-Jul-02,SO47894,358,26344,4,1,2
22-Jul-15,07-Jul-02,SO46859,370,13205,4,1,2
21-Sep-15,07-Jul-02,SO47595,369,14186,7,1,2
12-Mar-15,08-Jul-02,SO48426,383,14253,4,1,2
10-Nov-15,08-Jul-02,SO47794,354,20375,6,1,1
13-Oct-15,08-Jul-02,SO47823,336,26160,9,1,2
26-Oct-15,08-Jul-02,SO47923,358,26486,4,1,1
25-Nov-15,08-Jul-02,SO48238,368,16831,10,1,2
10-Jun-15,09-Jul-02,SO47765,360,26343,1,1,2
12-Jul-15,09-Jul-02,SO48464,375,13734,4,1,2
14-Oct-15,09-Jul-02,SO47826,370,22168,9,1,1
21-Dec-15,09-Jul-02,SO48628,352,12381,10,1,1
26-Dec-15,09-Jul-02,SO48677,358,12391,10,1,1
27-Dec-15,09-Jul-02,SO48684,379,16534,8,1,2
12-Aug-15,10-Jul-02,SO48476,385,26512,6,1,1
19-Nov-15,10-Jul-02,SO48199,373,16595,10,1,2
20-Nov-15,10-Jul-02,SO48203,360,12226,8,1,2
18-Dec-15,10-Jul-02,SO48594,362,26614,1,1,2
21-Dec-15,10-Jul-02,SO48627,362,28758,7,1,2
22-Dec-15,10-Jul-02,SO48638,334,15475,4,1,2
27-Dec-15,10-Jul-02,SO48685,369,13728,4,1,1
12-Apr-15,11-Jul-02,SO48437,324,15466,4,1,1
03-Jan-15,01-Aug-02,SO45584,336,25828,9,1,1
05-Feb-15,01-Aug-02,SO46123,312,12152,4,1,1
05-Apr-15,01-Aug-02,SO46131,312,11954,4,1,1
02-May-15,01-Aug-02,SO45375,313,19596,9,1,2
02-Jul-15,01-Aug-02,SO45389,310,11090,4,1,1
04-Aug-15,01-Aug-02,SO45861,311,12650,7,1,2
22-Apr-15,01-Aug-02,SO45953,314,23859,6,1,2
23-Apr-15,01-Aug-02,SO45959,311,11872,4,1,2
03-Mar-15,02-Aug-02,SO45593,310,15118,10,1,1
04-Jul-15,02-Aug-02,SO45854,312,15620,10,1,1
04-Jul-15,02-Aug-02,SO45856,311,20247,9,1,2
05-Sep-15,02-Aug-02,SO46175,349,12003,9,1,2
15-Mar-15,02-Aug-02,SO45669,314,11528,4,1,2
22-Mar-15,02-Aug-02,SO45718,311,11272,4,1,2
31-Mar-15,02-Aug-02,SO45776,313,23281,6,1,1
15-Apr-15,02-Aug-02,SO45903,310,15619,10,1,2
22-May-15,02-Aug-02,SO46267,314,20448,9,1,2
27-May-15,02-Aug-02,SO46301,313,12817,7,1,2
04-Apr-15,03-Aug-02,SO45837,348,26050,1,1,2
05-Apr-15,03-Aug-02,SO46130,311,12171,4,1,2
07-Apr-15,03-Aug-02,SO46704,370,13059,4,1,2
04-Jun-15,03-Aug-02,SO45847,345,26015,4,1,2
05-Jul-15,03-Aug-02,SO46155,310,12076,4,1,2
06-Oct-15,03-Aug-02,SO46450,314,12446,4,1,1
28-Mar-15,03-Aug-02,SO45762,312,12621,7,1,2
17-Apr-15,03-Aug-02,SO45918,313,11741,4,1,2
18-Apr-15,03-Aug-02,SO45931,310,20249,9,1,2
19-Apr-15,03-Aug-02,SO45934,313,11666,4,1,2
25-May-15,03-Aug-02,SO46294,345,11986,9,1,1
30-May-15,03-Aug-02,SO46317,334,14884,4,1,1
31-May-15,03-Aug-02,SO46321,330,14894,1,1,2
26-Jun-15,03-Aug-02,SO46572,314,13552,7,1,2
29-Jun-15,03-Aug-02,SO46595,312,15691,10,1,1
06-Aug-15,04-Aug-02,SO46441,312,15661,10,1,2
06-Aug-15,04-Aug-02,SO46438,313,12174,4,1,2
06-Sep-15,04-Aug-02,SO46447,312,20984,9,1,1
06-Dec-15,04-Aug-02,SO46471,310,14979,8,1,2
24-Apr-15,04-Aug-02,SO45968,311,11834,4,1,1
15-Jun-15,04-Aug-02,SO46483,312,12883,4,1,2
29-Jun-15,04-Aug-02,SO46594,314,20818,9,1,1
20-Jul-15,04-Aug-02,SO46836,377,13769,7,1,1
28-Jul-15,04-Aug-02,SO46899,381,13999,4,1,2
28-May-15,05-Aug-02,SO46307,314,20427,9,1,1
25-Jun-15,05-Aug-02,SO46565,311,12769,1,1,1
22-Jul-15,05-Aug-02,SO46860,371,21180,9,1,1
23-Jul-15,05-Aug-02,SO46868,369,13189,4,1,2
16-Aug-15,05-Aug-02,SO47200,373,13247,4,1,2
17-Aug-15,05-Aug-02,SO47210,389,24609,9,1,1
22-Aug-15,05-Aug-02,SO47263,358,12589,9,1,1
07-Jun-15,06-Aug-02,SO46728,358,12354,9,1,2
08-Nov-15,06-Aug-02,SO47154,334,26133,9,1,2
07-Dec-15,06-Aug-02,SO46774,375,13225,4,1,1
25-Jul-15,06-Aug-02,SO46879,379,13224,1,1,1
26-Jul-15,06-Aug-02,SO46888,324,26021,9,1,1
19-Aug-15,06-Aug-02,SO47223,370,25875,6,1,2
19-Aug-15,06-Aug-02,SO47226,368,13314,4,1,2
31-Aug-15,06-Aug-02,SO47343,379,21553,9,1,1
13-Sep-15,06-Aug-02,SO47541,340,15314,4,1,2
19-Oct-15,07-Aug-02,SO47869,326,26190,9,1,1
21-Oct-15,07-Aug-02,SO47888,354,13050,9,1,1
26-Jul-15,07-Aug-02,SO46886,377,28669,6,1,2
27-Jul-15,07-Aug-02,SO46891,324,20592,10,1,2
27-Jul-15,07-Aug-02,SO46889,383,19173,10,1,2
19-Aug-15,07-Aug-02,SO47224,369,15659,8,1,1
22-Aug-15,07-Aug-02,SO47259,375,13351,1,1,2
26-Aug-15,07-Aug-02,SO47295,387,14005,4,1,2
15-Sep-15,07-Aug-02,SO47558,370,25981,6,1,1
10-Jan-15,08-Aug-02,SO47733,375,13461,4,1,2
11-Sep-15,08-Aug-02,SO48138,373,14818,7,1,1
16-Nov-15,08-Aug-02,SO48180,379,16316,8,1,1
30-Aug-15,08-Aug-02,SO47335,356,12581,9,1,2
12-Feb-15,09-Aug-02,SO48412,342,19310,7,1,2
10-Nov-15,09-Aug-02,SO47798,354,13000,9,1,2
16-Oct-15,09-Aug-02,SO47843,332,15339,4,1,2
28-Dec-15,09-Aug-02,SO48694,362,12315,10,1,2
25-Oct-15,10-Aug-02,SO47917,358,13001,9,1,2
27-Nov-15,10-Aug-02,SO48252,320,20864,10,1,1
12-Jan-15,11-Aug-02,SO48408,379,22927,9,1,1
12-May-15,11-Aug-02,SO48449,370,22907,9,1,2
28-Nov-15,11-Aug-02,SO48268,370,22406,9,1,1
03-Jan-15,01-Sep-02,SO45581,313,11263,1,1,2
04-Jan-15,01-Sep-02,SO45820,340,25832,9,1,2
02-Mar-15,01-Sep-02,SO45358,312,23172,6,1,2
04-Mar-15,01-Sep-02,SO45831,313,20158,9,1,1
19-Feb-15,01-Sep-02,SO45455,310,14163,8,1,2
20-Feb-15,01-Sep-02,SO45462,310,28647,6,1,2
14-Mar-15,01-Sep-02,SO45665,346,26004,4,1,1
16-Mar-15,01-Sep-02,SO45679,314,11540,4,1,1
18-Apr-15,01-Sep-02,SO45928,313,11813,1,1,1
27-Apr-15,01-Sep-02,SO45991,351,11976,9,1,1
04-Apr-15,02-Sep-02,SO45833,313,11815,1,1,2
05-May-15,02-Sep-02,SO46142,311,24310,6,1,2
06-Jul-15,02-Sep-02,SO46431,310,12901,1,1,2
19-Mar-15,02-Sep-02,SO45703,310,19947,9,1,2
20-Mar-15,02-Sep-02,SO45706,313,11267,4,1,2
20-Apr-15,02-Sep-02,SO45947,351,11943,9,1,2
30-May-15,02-Sep-02,SO46314,312,12112,4,1,2
04-Jun-15,03-Sep-02,SO45848,340,14852,4,1,2
04-Jun-15,03-Sep-02,SO45849,312,20154,9,1,2
06-Dec-15,03-Sep-02,SO46463,348,11423,8,1,2
24-Mar-15,03-Sep-02,SO45732,311,11537,4,1,2
15-May-15,03-Sep-02,SO46217,314,20614,9,1,2
23-May-15,03-Sep-02,SO46271,313,12172,4,1,2
08-Feb-15,04-Sep-02,SO47079,375,13359,4,1,2
05-Jun-15,04-Sep-02,SO46147,320,19476,8,1,1
05-Dec-15,04-Sep-02,SO46187,313,24235,6,1,2
14-May-15,04-Sep-02,SO46206,348,20023,6,1,2
16-May-15,04-Sep-02,SO46228,349,11993,9,1,1
24-May-15,04-Sep-02,SO46278,326,19496,8,1,1
19-Jun-15,04-Sep-02,SO46518,314,20814,9,1,1
21-Jul-15,04-Sep-02,SO46852,332,15194,4,1,2
28-Jul-15,04-Sep-02,SO46902,375,21000,9,1,2
07-Jan-15,05-Sep-02,SO46681,362,12349,9,1,1
08-Jun-15,05-Sep-02,SO47109,375,28819,6,1,1
31-May-15,05-Sep-02,SO46319,311,12103,4,1,1
20-Jun-15,05-Sep-02,SO46527,334,25940,9,1,2
13-Jul-15,05-Sep-02,SO46781,379,12949,1,1,2
16-Jul-15,05-Sep-02,SO46803,379,13595,7,1,2
15-Aug-15,05-Sep-02,SO47192,371,16328,10,1,1
17-Aug-15,05-Sep-02,SO47206,332,15256,4,1,1
28-Aug-15,05-Sep-02,SO47321,373,13354,1,1,2
07-Jul-15,06-Sep-02,SO46734,375,13060,4,1,1
08-Jul-15,06-Sep-02,SO47125,375,13325,4,1,1
24-Jun-15,06-Sep-02,SO46563,320,25945,9,1,2
14-Jul-15,06-Sep-02,SO46798,368,21201,9,1,1
29-Jul-15,06-Sep-02,SO46907,368,13087,1,1,1
29-Jul-15,06-Sep-02,SO46904,387,17080,7,1,2
31-Jul-15,06-Sep-02,SO46921,371,15454,8,1,2
17-Aug-15,06-Sep-02,SO47207,336,27043,6,1,2
14-Sep-15,06-Sep-02,SO47551,371,21878,9,1,2
08-Sep-15,07-Sep-02,SO47139,375,13238,4,1,2
19-Oct-15,07-Sep-02,SO47860,352,26339,1,1,2
19-Oct-15,07-Sep-02,SO47864,373,21966,9,1,2
23-Oct-15,07-Sep-02,SO47901,354,13075,9,1,2
24-Oct-15,07-Sep-02,SO47908,362,20468,6,1,1
31-Oct-15,07-Sep-02,SO47957,389,14095,4,1,1
18-Aug-15,07-Sep-02,SO47217,375,21222,9,1,1
22-Aug-15,07-Sep-02,SO47256,373,16417,10,1,1
30-Aug-15,07-Sep-02,SO47330,369,16324,10,1,1
13-Sep-15,07-Sep-02,SO47535,385,14083,1,1,1
14-Sep-15,07-Sep-02,SO47548,330,20834,10,1,2
11-Feb-15,08-Sep-02,SO48102,379,22576,9,1,2
10-Aug-15,08-Sep-02,SO47784,356,13078,9,1,2
20-Oct-15,08-Sep-02,SO47876,338,20848,10,1,2
13-Nov-15,08-Sep-02,SO48168,373,22904,9,1,1
19-Nov-15,08-Sep-02,SO48201,356,26601,4,1,1
24-Nov-15,08-Sep-02,SO48234,373,22203,9,1,1
24-Nov-15,08-Sep-02,SO48230,360,26530,1,1,1
10-Jan-15,09-Sep-02,SO47734,332,15333,4,1,1
12-Jan-15,09-Sep-02,SO48400,326,20830,8,1,1
10-Jun-15,09-Sep-02,SO47766,358,26329,4,1,1
13-Oct-15,09-Sep-02,SO47822,354,13051,9,1,1
30-Dec-15,09-Sep-02,SO48721,368,22930,9,1,2
12-Jan-15,10-Sep-02,SO48410,358,26649,4,1,1
11-Jul-15,10-Sep-02,SO48128,352,26534,4,1,1
11-Nov-15,10-Sep-02,SO48157,371,22851,9,1,2
12-Dec-15,10-Sep-02,SO48524,377,15082,7,1,2
31-Oct-15,10-Sep-02,SO47959,326,26189,9,1,1
17-Nov-15,10-Sep-02,SO48190,322,26443,9,1,2
30-Nov-15,10-Sep-02,SO48283,322,15389,4,1,2
14-Dec-15,10-Sep-02,SO48546,377,14960,7,1,1
17-Dec-15,10-Sep-02,SO48588,338,26569,9,1,1
25-Dec-15,10-Sep-02,SO48673,360,13131,9,1,1
31-Dec-15,10-Sep-02,SO48723,369,14944,7,1,2
12-Jan-15,11-Sep-02,SO48406,326,15473,4,1,2
12-Jan-15,11-Sep-02,SO48404,377,13730,1,1,2
12-Jul-15,11-Sep-02,SO48461,389,18167,8,1,2
12-Oct-15,11-Sep-02,SO48501,383,19362,10,1,2
14-Dec-15,11-Sep-02,SO48552,381,14242,1,1,1
28-Dec-15,11-Sep-02,SO48696,368,23100,9,1,1
31-Dec-15,11-Sep-02,SO48725,377,17202,10,1,2
25-Dec-15,12-Sep-02,SO48672,379,22950,9,1,2
02-Jan-15,01-Oct-02,SO45350,311,19613,9,1,2
26-Feb-15,01-Oct-02,SO45499,314,28626,6,1,2
25-Mar-15,01-Oct-02,SO45740,314,19786,9,1,1
16-Apr-15,01-Oct-02,SO45914,349,11929,9,1,2
26-Apr-15,01-Oct-02,SO45981,310,12805,7,1,1
28-Apr-15,01-Oct-02,SO45997,324,14756,4,1,2
06-Jan-15,02-Oct-02,SO46393,314,15695,10,1,2
03-Feb-15,02-Oct-02,SO45591,326,25831,9,1,1
18-Mar-15,02-Oct-02,SO45697,314,11516,4,1,2
28-Mar-15,02-Oct-02,SO45758,312,15106,10,1,1
20-Apr-15,02-Oct-02,SO45941,310,19978,9,1,2
04-Jan-15,03-Oct-02,SO45819,312,20160,9,1,2
07-Jan-15,03-Oct-02,SO46682,358,12355,9,1,1
07-Apr-15,03-Oct-02,SO46706,352,20186,6,1,1
05-Jun-15,03-Oct-02,SO46151,351,26082,4,1,2
05-Aug-15,03-Oct-02,SO46168,334,25936,9,1,2
06-Oct-15,03-Oct-02,SO46455,314,15669,10,1,1
06-Dec-15,03-Oct-02,SO46473,311,14969,8,1,2
16-Apr-15,03-Oct-02,SO45910,311,11777,4,1,2
23-May-15,03-Oct-02,SO46273,351,26060,4,1,2
26-Jun-15,03-Oct-02,SO46575,351,12338,9,1,1
05-Aug-15,04-Oct-02,SO46164,312,12079,4,1,2
07-Dec-15,04-Oct-02,SO46771,377,13068,4,1,1
17-May-15,04-Oct-02,SO46231,310,12016,4,1,2
31-Jul-15,04-Oct-02,SO46927,362,12348,9,1,1
08-Jan-15,05-Oct-02,SO47074,362,26293,1,1,2
06-Mar-15,05-Oct-02,SO46406,312,12779,1,1,1
27-May-15,05-Oct-02,SO46304,350,12002,9,1,2
30-May-15,05-Oct-02,SO46316,351,26083,4,1,1
29-Jun-15,05-Oct-02,SO46596,349,12037,9,1,2
14-Jul-15,05-Oct-02,SO46797,371,21197,9,1,1
19-Jul-15,05-Oct-02,SO46827,373,13799,7,1,2
23-Jul-15,05-Oct-02,SO46862,362,11550,10,1,1
30-Jul-15,05-Oct-02,SO46917,371,21202,9,1,2
23-Aug-15,05-Oct-02,SO47265,375,13250,4,1,2
13-Aug-15,06-Oct-02,SO47166,368,15656,8,1,1
14-Aug-15,06-Oct-02,SO47184,379,21380,9,1,1
21-Aug-15,06-Oct-02,SO47244,385,19193,10,1,1
08-Jun-15,07-Oct-02,SO47111,369,25100,6,1,1
08-Aug-15,07-Oct-02,SO47135,342,27027,6,1,1
09-Oct-15,07-Oct-02,SO47517,342,15308,4,1,1
10-Oct-15,07-Oct-02,SO47791,358,13036,9,1,2
10-Dec-15,07-Oct-02,SO47805,379,22198,9,1,1
21-Aug-15,07-Oct-02,SO47245,375,16420,10,1,2
26-Sep-15,07-Oct-02,SO47628,369,16509,10,1,1
09-Oct-15,08-Oct-02,SO47519,336,26153,9,1,1
25-Oct-15,08-Oct-02,SO47912,360,28724,7,1,1
24-Nov-15,08-Oct-02,SO48228,368,16598,10,1,1
26-Nov-15,08-Oct-02,SO48249,336,15394,4,1,2
12-Feb-15,09-Oct-02,SO48415,356,26634,4,1,1
12-May-15,09-Oct-02,SO48441,389,26503,6,1,2
12-Jul-15,09-Oct-02,SO48463,371,17225,10,1,2
12-Jul-15,09-Oct-02,SO48469,377,22961,9,1,1
30-Sep-15,09-Oct-02,SO47652,332,20825,10,1,2
12-Mar-15,10-Oct-02,SO48431,354,26619,1,1,1
12-Nov-15,10-Oct-02,SO48508,377,13736,4,1,2
