ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
14-02-2017,6,535,1
14-02-2017,7,362,1
14-02-2017,9,477,1
14-02-2017,10,480,1
15-02-2015,1,312,1
15-02-2017,4,223,1
15-02-2017,4,536,1
15-02-2017,4,541,1
15-02-2017,6,477,1
15-02-2017,9,606,1
16-02-2017,8,538,1
17-02-2017,1,214,1
17-02-2017,1,530,1
17-02-2017,1,536,1
17-02-2017,4,214,1
17-02-2017,4,605,2
17-02-2017,6,485,1
17-02-2017,6,490,1
17-02-2017,9,385,1
17-02-2017,9,477,1
18-02-2017,4,220,1
18-02-2017,6,530,1
19-02-2015,9,311,1
19-02-2017,4,528,1
19-02-2017,4,529,1
19-02-2017,4,537,1
19-02-2017,7,354,1
19-02-2017,9,583,1
20-02-2016,9,328,1
20-02-2016,9,377,1
20-02-2017,1,214,1
20-02-2017,1,371,1
20-02-2017,4,573,1
20-02-2017,7,528,1
20-02-2017,8,229,1
20-02-2017,9,477,1
20-02-2017,9,530,1
20-02-2017,10,485,1
21-02-2017,6,477,1
21-02-2017,9,477,1
21-02-2017,9,580,1
22-02-2016,8,369,1
22-02-2016,9,362,1
22-02-2017,4,223,1
22-02-2017,4,232,1
22-02-2017,8,485,1
22-02-2017,9,479,1
22-02-2017,9,484,1
23-02-2017,4,226,1
23-02-2017,4,462,1
23-02-2017,4,475,1
23-02-2017,9,539,1
23-02-2017,10,475,1
23-02-2017,10,477,1
24-02-2015,8,314,1
24-02-2017,1,530,1
24-02-2017,4,220,1
24-02-2017,6,475,1
24-02-2017,7,540,1
24-02-2017,8,478,1
24-02-2017,8,484,1
24-02-2017,8,588,1
24-02-2017,8,599,1
24-02-2017,9,477,2
24-02-2017,9,562,1
25-02-2016,9,370,1
25-02-2017,1,466,1
25-02-2017,1,477,1
25-02-2017,1,480,1
26-02-2017,1,537,1
26-02-2017,5,540,1
26-02-2017,6,477,1
26-02-2017,7,480,1
27-02-2017,1,235,1
27-02-2017,1,528,1
27-02-2017,1,538,1
27-02-2017,4,529,1
27-02-2017,6,477,1
27-02-2017,6,528,1
27-02-2017,6,583,1
27-02-2017,9,226,1
27-02-2017,9,478,1
28-02-2017,4,478,1
28-02-2017,6,478,1
28-02-2017,7,536,1
28-02-2017,9,479,1
28-02-2017,9,482,1
28-02-2017,9,539,1
13-03-2015,9,350,1
13-03-2017,4,482,1
13-03-2017,7,541,1
13-03-2017,8,480,2
13-03-2017,9,352,1
13-03-2017,9,358,1
14-03-2015,4,346,1
14-03-2017,4,232,1
14-03-2017,4,477,1
14-03-2017,6,529,1
14-03-2017,9,530,1
14-03-2017,9,606,1
15-03-2015,9,340,1
15-03-2017,6,215,1
15-03-2017,6,480,1
16-03-2017,1,471,1
16-03-2017,4,538,1
16-03-2017,4,571,1
16-03-2017,4,587,1
16-03-2017,9,489,1
16-03-2017,9,537,1
17-03-2017,4,480,1
17-03-2017,4,535,1
17-03-2017,6,214,1
17-03-2017,9,541,1
18-03-2016,7,370,1
18-03-2017,1,356,1
18-03-2017,4,529,1
18-03-2017,6,464,1
18-03-2017,7,473,1
18-03-2017,7,477,1
18-03-2017,7,538,1
18-03-2017,9,538,1
18-03-2017,10,479,1
19-03-2017,1,528,1
19-03-2017,4,477,1
19-03-2017,4,478,1
19-03-2017,9,475,1
20-03-2016,9,360,1
20-03-2017,1,480,1
20-03-2017,4,490,1
20-03-2017,4,605,1
20-03-2017,7,360,1
20-03-2017,9,466,1
20-03-2017,10,538,1
21-03-2016,6,330,1
21-03-2017,1,540,1
21-03-2017,1,604,1
21-03-2017,6,538,1
21-03-2017,7,528,1
21-03-2017,9,220,1
21-03-2017,9,573,1
21-03-2017,10,581,1
22-03-2015,4,311,1
22-03-2017,1,478,1
22-03-2017,6,538,1
22-03-2017,9,220,1
22-03-2017,9,480,1
22-03-2017,10,485,1
23-03-2017,4,477,1
23-03-2017,6,487,1
23-03-2017,8,536,1
24-03-2016,7,330,1
24-03-2017,9,477,1
25-03-2017,4,530,1
25-03-2017,6,214,1
25-03-2017,6,530,1
25-03-2017,9,477,1
25-03-2017,9,538,1
26-03-2015,10,312,1
26-03-2017,1,220,1
26-03-2017,4,483,1
26-03-2017,7,223,1
26-03-2017,8,485,1
27-03-2017,4,479,1
27-03-2017,6,223,1
27-03-2017,6,477,1
27-03-2017,7,472,1
27-03-2017,7,477,1
27-03-2017,7,537,1
27-03-2017,10,214,1
28-03-2015,7,312,1
28-03-2015,9,314,1
28-03-2017,1,215,1
28-03-2017,4,214,1
28-03-2017,4,537,1
28-03-2017,7,362,1
28-03-2017,9,223,1
28-03-2017,9,473,1
28-03-2017,9,476,1
28-03-2017,10,223,1
29-03-2015,9,311,1
29-03-2016,9,375,1
29-03-2017,1,220,1
29-03-2017,1,475,1
29-03-2017,1,528,1
29-03-2017,4,475,1
29-03-2017,6,480,1
29-03-2017,7,220,1
29-03-2017,10,214,1
29-03-2017,10,596,1
30-03-2017,1,479,1
30-03-2017,1,566,1
30-03-2017,6,485,1
30-03-2017,6,537,1
30-03-2017,7,529,1
31-03-2016,7,368,1
31-03-2017,1,387,1
31-03-2017,4,482,1
31-03-2017,4,528,1
31-03-2017,6,480,1
31-03-2017,7,482,1
13-04-2016,8,362,1
13-04-2017,1,477,1
13-04-2017,4,478,2
13-04-2017,9,483,1
14-04-2017,4,590,1
14-04-2017,6,480,1
14-04-2017,10,215,1
14-04-2017,10,529,1
14-04-2017,10,590,1
15-04-2015,9,312,1
15-04-2017,1,490,1
15-04-2017,7,477,1
15-04-2017,7,488,1
15-04-2017,7,489,1
15-04-2017,9,480,1
16-04-2015,9,349,1
16-04-2017,4,479,1
16-04-2017,4,537,1
16-04-2017,4,581,1
16-04-2017,8,529,1
17-04-2017,1,539,1
17-04-2017,8,472,1
17-04-2017,8,605,1
17-04-2017,9,565,1
17-04-2017,9,567,1
18-04-2017,1,383,1
18-04-2017,4,561,1
18-04-2017,7,464,1
18-04-2017,9,479,1
18-04-2017,10,479,1
18-04-2017,10,577,1
19-04-2017,4,214,1
19-04-2017,4,478,1
19-04-2017,6,528,1
19-04-2017,7,486,1
19-04-2017,7,530,1
19-04-2017,10,487,1
20-04-2015,9,310,1
20-04-2017,8,583,1
20-04-2017,10,482,1
21-04-2015,9,312,1
21-04-2017,4,235,1
21-04-2017,4,477,1
21-04-2017,9,383,1
22-04-2017,4,528,1
22-04-2017,7,541,1
22-04-2017,8,530,1
22-04-2017,8,584,1
23-04-2017,1,484,1
23-04-2017,4,215,1
23-04-2017,4,226,1
23-04-2017,4,480,1
23-04-2017,6,220,1
23-04-2017,6,466,1
23-04-2017,7,529,1
23-04-2017,8,538,1
23-04-2017,9,480,1
24-04-2017,4,220,1
24-04-2017,4,477,1
24-04-2017,7,215,1
24-04-2017,7,352,1
24-04-2017,7,477,1
24-04-2017,9,589,1
25-04-2015,4,324,1
25-04-2016,1,320,1
25-04-2017,1,485,1
25-04-2017,6,464,1
25-04-2017,7,477,1
25-04-2017,7,484,1
25-04-2017,7,530,1
25-04-2017,9,479,1
25-04-2017,9,538,1
25-04-2017,10,481,1
26-04-2017,1,220,1
26-04-2017,1,480,1
26-04-2017,4,478,1
26-04-2017,4,480,1
26-04-2017,7,480,1
26-04-2017,9,488,1
27-04-2015,1,314,1
27-04-2016,4,373,1
27-04-2017,1,480,1
27-04-2017,1,529,1
27-04-2017,4,215,1
27-04-2017,4,529,1
27-04-2017,7,215,1
27-04-2017,9,214,1
27-04-2017,9,580,1
28-04-2017,4,358,1
28-04-2017,8,528,1
28-04-2017,9,377,1
28-04-2017,9,535,1
28-04-2017,10,215,1
28-04-2017,10,480,1
28-04-2017,10,528,1
29-04-2015,6,310,1
29-04-2015,9,348,1
29-04-2017,1,541,1
29-04-2017,4,474,1
29-04-2017,4,490,1
29-04-2017,4,528,1
29-04-2017,10,358,1
30-04-2015,8,330,1
30-04-2017,1,480,1
30-04-2017,4,215,1
30-04-2017,4,478,1
30-04-2017,7,489,1
30-04-2017,8,581,1
30-04-2017,9,480,1
13-05-2015,1,310,1
13-05-2017,7,220,1
14-05-2015,7,313,1
14-05-2017,4,485,1
14-05-2017,4,529,1
14-05-2017,6,483,1
14-05-2017,6,485,1
14-05-2017,6,536,1
14-05-2017,7,580,1
14-05-2017,9,477,1
15-05-2017,1,480,1
15-05-2017,1,489,1
15-05-2017,6,214,1
15-05-2017,6,235,1
15-05-2017,6,485,1
15-05-2017,9,214,1
16-05-2015,6,313,1
16-05-2015,7,313,1
16-05-2016,9,354,1
16-05-2017,1,569,1
16-05-2017,6,480,1
16-05-2017,6,537,1
16-05-2017,8,466,1
16-05-2017,9,214,1
16-05-2017,9,487,1
16-05-2017,9,488,1
17-05-2017,1,478,1
17-05-2017,6,477,1
17-05-2017,7,220,1
17-05-2017,7,568,1
17-05-2017,10,214,1
18-05-2017,9,536,1
19-05-2017,1,480,1
19-05-2017,4,223,1
19-05-2017,9,214,1
19-05-2017,9,389,1
20-05-2017,1,471,1
20-05-2017,4,573,1
20-05-2017,4,582,1
20-05-2017,6,226,1
20-05-2017,7,576,1
21-05-2016,4,371,1
21-05-2017,1,358,1
21-05-2017,1,535,1
21-05-2017,4,226,1
21-05-2017,4,537,1
21-05-2017,6,214,1
21-05-2017,9,487,1
22-05-2015,9,314,1
22-05-2017,4,214,1
22-05-2017,4,478,1
22-05-2017,4,487,1
22-05-2017,9,215,1
23-05-2016,8,328,1
23-05-2017,1,354,1
23-05-2017,1,606,1
23-05-2017,4,574,1
23-05-2017,4,577,1
23-05-2017,7,572,1
24-05-2015,8,322,1
24-05-2017,1,462,1
24-05-2017,6,362,1
24-05-2017,6,528,1
24-05-2017,7,573,1
24-05-2017,8,536,1
24-05-2017,9,562,1
24-05-2017,9,579,1
25-05-2017,1,474,1
25-05-2017,7,466,1
25-05-2017,8,215,1
25-05-2017,9,223,1
25-05-2017,9,488,1
25-05-2017,10,564,1
26-05-2016,7,360,1
26-05-2017,1,528,1
26-05-2017,6,528,1
26-05-2017,7,478,1
26-05-2017,8,539,1
26-05-2017,9,479,1
26-05-2017,10,220,1
26-05-2017,10,235,1
26-05-2017,10,530,1
27-05-2016,7,326,1
27-05-2017,1,214,1
27-05-2017,1,528,1
27-05-2017,4,538,1
27-05-2017,8,229,1
28-05-2017,4,226,1
28-05-2017,4,477,1
28-05-2017,7,371,1
28-05-2017,7,540,1
28-05-2017,9,220,1
28-05-2017,9,482,1
28-05-2017,10,529,1
29-05-2017,1,362,1
29-05-2017,8,214,1
29-05-2017,9,214,1
29-05-2017,9,220,1
29-05-2017,9,379,1
29-05-2017,9,462,1
29-05-2017,9,478,1
29-05-2017,10,485,1
30-05-2015,1,313,1
30-05-2015,4,314,1
30-05-2017,1,479,1
30-05-2017,1,529,1
30-05-2017,1,538,1
30-05-2017,4,478,1
30-05-2017,4,480,1
30-05-2017,4,605,1
30-05-2017,9,220,1
30-05-2017,9,480,1
30-05-2017,9,537,1
30-05-2017,9,582,1
30-05-2017,10,530,1
31-05-2016,4,369,1
31-05-2017,1,528,1
31-05-2017,6,360,1
31-05-2017,6,535,1
31-05-2017,6,536,1
31-05-2017,7,568,1
31-05-2017,9,484,1
31-05-2017,9,584,1
31-05-2017,10,477,1
13-06-2016,4,371,1
13-06-2017,4,220,1
13-06-2017,8,476,1
13-06-2017,8,581,1
13-06-2017,9,214,1
13-06-2017,9,215,1
14-06-2017,1,537,1
14-06-2017,4,462,1
14-06-2017,6,229,1
14-06-2017,7,528,1
14-06-2017,9,491,1
14-06-2017,10,214,1
14-06-2017,10,477,1
15-06-2016,4,332,1
15-06-2017,1,223,1
15-06-2017,6,220,1
15-06-2017,6,529,1
15-06-2017,7,475,1
15-06-2017,7,477,1
15-06-2017,8,485,1
15-06-2017,9,480,1
15-06-2017,10,478,1
16-06-2017,7,490,1
16-06-2017,7,535,1
16-06-2017,8,480,1
16-06-2017,9,479,1
16-06-2017,10,466,1
17-06-2017,1,354,1
17-06-2017,1,481,1
17-06-2017,9,489,1
17-06-2017,9,528,1
17-06-2017,9,535,1
17-06-2017,10,352,1
17-06-2017,10,597,1
18-06-2017,10,535,1
19-06-2016,1,328,1
19-06-2017,1,356,1
19-06-2017,7,462,1
19-06-2017,9,487,1
19-06-2017,10,563,1
20-06-2015,9,347,1
20-06-2017,1,528,1
20-06-2017,4,479,1
20-06-2017,8,586,1
20-06-2017,9,362,1
21-06-2016,10,368,1
21-06-2017,7,220,1
21-06-2017,7,593,1
21-06-2017,8,482,1
21-06-2017,8,536,1
21-06-2017,9,462,1
21-06-2017,9,477,1
21-06-2017,10,220,1
21-06-2017,10,477,1
22-06-2017,1,232,1
22-06-2017,1,485,1
22-06-2017,4,529,1
22-06-2017,6,220,1
22-06-2017,6,476,1
22-06-2017,6,488,1
22-06-2017,7,540,1
22-06-2017,9,477,1
22-06-2017,9,584,1
23-06-2017,6,528,1
23-06-2017,9,539,1
23-06-2017,9,562,1
23-06-2017,9,563,1
24-06-2015,9,320,1
24-06-2017,1,479,1
24-06-2017,1,480,1
24-06-2017,1,485,1
24-06-2017,1,487,1
24-06-2017,9,474,1
24-06-2017,10,581,1
25-06-2016,7,369,1
25-06-2017,6,223,1
25-06-2017,7,223,1
25-06-2017,7,477,1
25-06-2017,7,529,1
25-06-2017,9,477,1
25-06-2017,9,478,1
25-06-2017,9,484,1
25-06-2017,9,539,1
26-06-2017,1,472,1
26-06-2017,6,477,1
26-06-2017,7,529,1
26-06-2017,9,538,1
27-06-2016,9,362,1
27-06-2017,4,478,1
27-06-2017,4,537,1
27-06-2017,10,220,1
28-06-2017,1,214,1
28-06-2017,1,480,1
28-06-2017,1,587,1
28-06-2017,4,387,1
28-06-2017,4,528,2
28-06-2017,7,575,1
28-06-2017,7,591,1
28-06-2017,8,381,1
28-06-2017,10,477,1
28-06-2017,10,487,1
29-06-2017,4,356,1
29-06-2017,4,587,1
29-06-2017,7,477,1
29-06-2017,7,479,1
29-06-2017,8,541,1
29-06-2017,9,477,1
30-06-2017,6,491,1
30-06-2017,8,477,1
30-06-2017,9,477,1
30-06-2017,10,223,1
30-06-2017,10,477,1
13-07-2016,4,352,1
13-07-2016,9,371,1
13-07-2016,9,485,1
14-07-2016,4,605,1
15-07-2016,1,540,1
15-07-2016,4,478,1
15-07-2016,7,483,1
15-07-2016,7,540,1
15-07-2016,10,484,1
16-07-2016,1,223,1
19-07-2016,4,537,1
22-07-2015,8,379,1
22-07-2016,1,477,1
23-07-2016,9,377,1
23-07-2016,10,220,1
24-07-2016,10,477,1
25-07-2016,9,537,1
26-07-2016,9,487,1
26-07-2016,9,528,1
28-07-2016,7,377,1
28-07-2016,8,485,1
29-07-2016,8,462,1
29-07-2016,9,480,1
29-07-2016,9,487,1
29-07-2016,10,480,1
30-07-2016,8,604,1
31-07-2016,4,540,1
31-07-2016,7,220,1
31-07-2016,9,489,1
13-08-2016,1,387,1
13-08-2016,4,478,1
13-08-2016,4,487,1
13-08-2016,6,529,1
13-08-2016,10,590,1
14-08-2015,6,377,1
14-08-2016,6,235,1
14-08-2016,7,538,1
14-08-2016,8,214,1
14-08-2016,8,226,1
14-08-2016,8,530,1
14-08-2016,10,215,1
15-08-2015,1,377,1
15-08-2015,8,328,1
15-08-2016,1,528,1
15-08-2016,1,529,1
15-08-2016,1,536,1
15-08-2016,6,229,1
15-08-2016,6,478,1
15-08-2016,8,538,1
15-08-2016,10,226,1
16-08-2016,4,356,1
16-08-2016,4,485,1
16-08-2016,6,478,1
17-08-2016,4,220,1
17-08-2016,7,539,1
17-08-2016,9,529,1
18-08-2016,1,360,1
18-08-2016,7,477,1
18-08-2016,7,478,1
19-08-2016,4,477,2
19-08-2016,7,540,1
19-08-2016,8,223,1
20-08-2016,4,529,1
20-08-2016,8,220,1
20-08-2016,9,229,1
20-08-2016,9,529,1
20-08-2016,9,530,1
21-08-2016,1,214,1
21-08-2016,8,214,1
22-08-2016,4,220,1
23-08-2016,4,477,1
23-08-2016,10,362,1
24-08-2016,1,486,1
24-08-2016,1,535,1
24-08-2016,4,478,1
24-08-2016,4,480,1
24-08-2016,4,486,1
24-08-2016,4,528,1
24-08-2016,6,478,1
24-08-2016,9,214,1
24-08-2016,9,480,1
24-08-2016,10,480,1
25-08-2016,4,215,1
25-08-2016,4,232,1
25-08-2016,4,565,1
25-08-2016,7,487,1
25-08-2016,7,529,1
25-08-2016,9,540,1
26-08-2015,4,387,1
26-08-2016,1,476,1
26-08-2016,7,362,1
26-08-2016,9,226,1
26-08-2016,9,466,1
27-08-2016,6,477,1
27-08-2016,8,477,1
28-08-2015,4,370,1
28-08-2016,1,540,1
28-08-2016,4,575,1
28-08-2016,6,223,1
28-08-2016,6,477,1
29-08-2016,4,477,1
29-08-2016,4,489,1
29-08-2016,7,477,1
29-08-2016,7,529,1
30-08-2016,1,477,1
30-08-2016,1,480,2
30-08-2016,4,464,1
30-08-2016,6,482,1
30-08-2016,6,528,1
30-08-2016,7,539,1
30-08-2016,9,479,1
30-08-2016,9,529,1
30-08-2016,10,530,1
31-08-2015,10,373,1
31-08-2016,1,480,1
31-08-2016,1,568,1
31-08-2016,7,530,1
31-08-2016,9,480,1
13-09-2016,4,358,1
13-09-2016,4,474,1
13-09-2016,6,477,1
13-09-2016,7,477,1
13-09-2016,9,478,1
13-09-2016,10,223,1
14-09-2016,10,537,1
14-09-2016,10,576,1
15-09-2016,1,387,1
15-09-2016,6,215,1
15-09-2016,6,479,1
15-09-2016,6,529,1
15-09-2016,10,529,1
15-09-2016,10,530,1
16-09-2016,1,478,1
16-09-2016,1,537,1
16-09-2016,4,477,1
16-09-2016,6,478,2
16-09-2016,6,529,1
17-09-2016,4,464,1
17-09-2016,6,464,1
17-09-2016,8,214,1
18-09-2016,1,540,1
18-09-2016,8,373,1
18-09-2016,9,529,1
19-09-2016,1,220,1
19-09-2016,1,389,1
19-09-2016,1,528,1
19-09-2016,6,538,1
19-09-2016,10,581,1
20-09-2016,6,387,1
20-09-2016,6,479,1
20-09-2016,10,477,1
20-09-2016,10,538,1
21-09-2016,1,538,1
21-09-2016,4,477,1
21-09-2016,7,480,1
21-09-2016,7,529,1
22-09-2016,4,535,1
23-09-2016,4,477,1
23-09-2016,6,464,1
23-09-2016,8,491,1
23-09-2016,10,541,1
23-09-2016,10,561,1
24-09-2016,1,232,1
24-09-2016,1,535,1
24-09-2016,6,474,1
24-09-2016,10,215,1
25-09-2016,1,539,1
25-09-2016,7,528,1
26-09-2016,1,483,1
26-09-2016,1,538,1
26-09-2016,1,593,1
26-09-2016,4,477,1
26-09-2016,4,485,1
26-09-2016,6,215,1
26-09-2016,8,529,1
26-09-2016,8,536,1
26-09-2016,8,582,1
26-09-2016,9,488,1
27-09-2016,8,528,1
27-09-2016,10,232,1
28-09-2016,1,477,1
28-09-2016,6,528,1
28-09-2016,8,229,1
28-09-2016,9,223,1
29-09-2016,6,528,1
29-09-2016,10,540,1
30-09-2016,1,471,1
30-09-2016,4,605,1
30-09-2016,6,528,2
30-09-2016,8,538,1
30-09-2016,9,605,1
30-09-2016,10,528,1
